TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
443905576649883648    pt    -4.58E+01    pt    correct
443907717477171200    pt    -9.31E+01    pt    correct
443914356380925952    pt    -5.43E+01    pt    correct
443917688029863936    pt    -2.99E+01    pt    correct
443921070811529216    pt    -1.20E+02    pt    correct
443923692159258624    pt    -1.21E+02    pt    correct
443925326742421504    pt    -1.05E+02    pt    correct
443926361217196032    pt    -1.03E+02    pt    correct
443928739286892544    pt    -9.38E+01    pt    correct
444024244486565889    pt    -3.11E+01    pt    correct
444027568690593792    pt    -4.09E+01    pt    correct
444033381802995713    pt    -6.04E+01    pt    correct
444036343199711232    pt    -5.75E+01    pt    correct
444038785706520576    pt    -4.13E+01    pt    correct
444039828959920128    pt    -7.11E+01    pt    correct
444040409606795264    pt    -1.23E+02    pt    correct
444041556723785728    pt    -9.03E+01    pt    correct
444047121206218752    gl    -5.63E+01    pt    wrong
444067240456257537    pt    -7.31E+01    pt    correct
444069342901448704    pt    -1.65E+02    pt    correct
444072340109152256    en    -6.09E+01    en    correct
444077308383870976    pt    -8.29E+01    pt    correct
444080998540902401    pt    -9.29E+01    pt    correct
444088389147844608    pt    -1.29E+02    pt    correct
444091171585814528    gl    -1.43E+02    pt    wrong
444096970559614976    pt    -4.13E+01    pt    correct
444102422294966272    ca    -1.53E+02    es    wrong
444108241187127296    pt    -5.43E+01    pt    correct
444110701104484352    pt    -1.88E+01    pt    correct
444114872620838912    pt    -3.25E+01    pt    correct
444115572612423681    pt    -3.35E+01    pt    correct
444120694973292544    pt    -1.06E+02    pt    correct
444123931470229504    gl    -1.17E+02    pt    wrong
444130694504394752    pt    -9.99E+01    pt    correct
444136987034136576    pt    -1.31E+02    pt    correct
444139957146632192    pt    -8.04E+01    pt    correct
444142707339182080    pt    -3.60E+01    pt    correct
444147871102025728    pt    -1.02E+02    pt    correct
444150020074651648    pt    -3.67E+01    pt    correct
444151580628373504    gl    -1.04E+02    pt    wrong
444160155136294912    pt    -1.63E+02    pt    correct
444163921411579905    en    -9.59E+01    pt    wrong
444167550025629696    pt    -1.78E+02    pt    correct
444169946227302400    pt    -5.66E+01    pt    correct
444170026850201601    pt    -3.91E+01    pt    correct
444173543920918530    pt    -1.63E+02    pt    correct
444173942287511552    pt    -4.42E+01    pt    correct
444176841725968384    pt    -3.95E+01    pt    correct
444178087627214848    pt    -1.12E+02    pt    correct
444180421316984833    pt    -5.94E+01    pt    correct
444181510003118080    pt    -3.73E+01    pt    correct
444182189648138240    en    -4.88E+01    en    correct
444185963867426816    gl    -1.33E+02    pt    wrong
444186399949193217    en    -5.16E+01    en    correct
444187045255467009    gl    -8.71E+00    pt    wrong
444191415883812865    pt    -3.01E+01    pt    correct
444193480605458432    pt    -8.31E+01    pt    correct
444194070391709697    pt    -6.20E+01    pt    correct
444197998818762752    pt    -3.40E+01    pt    correct
444200621613514752    pt    -9.83E+01    pt    correct
444201941338714112    pt    -8.14E+01    pt    correct
444203700253634560    gl    -3.78E+01    pt    wrong
444203890431787008    en    -2.96E+01    en    correct
444206262847549441    en    -1.18E+02    en    correct
444207716735930370    gl    -6.43E+01    pt    wrong
444208092109344768    pt    -8.62E+01    pt    correct
444208718176354304    gl    -2.76E+01    pt    wrong
444209685168930817    es    -5.14E+01    pt    wrong
444210771422375936    pt    -2.17E+01    pt    correct
444211289557315584    pt    -5.03E+01    pt    correct
444216090856787968    pt    -1.10E+02    pt    correct
444217632582291458    pt    -5.27E+01    pt    correct
444218229922471936    ca    -1.39E+01    pt    wrong
444219119123324929    pt    -1.47E+01    pt    correct
444219243102744577    pt    -1.41E+02    pt    correct
444221236764487680    gl    -3.58E+01    pt    wrong
444225284796329986    pt    -9.09E+01    pt    correct
444225715110957056    pt    -8.51E+01    pt    correct
444226317438181377    pt    -2.03E+01    pt    correct
444226474078642178    pt    -1.87E+02    pt    correct
444227552639746048    pt    -4.50E+01    pt    correct
444227563347775488    es    -4.44E+00    pt    wrong
444228050633625600    en    -6.37E+01    en    correct
444228726591864832    pt    -3.68E+01    pt    correct
444228791079272448    pt    -6.65E+01    pt    correct
444228908230406144    pt    -4.78E+01    pt    correct
444229600995196928    en    -1.52E+02    en    correct
444230271580508161    gl    -2.06E+02    pt    wrong
444232427125608448    pt    -9.16E+01    pt    correct
444233326598324224    pt    -6.61E+01    pt    correct
444235790605115392    en    -4.38E+01    en    correct
444236455557468160    pt    -1.42E+02    pt    correct
444237132216160256    pt    -3.28E+01    pt    correct
444237567312277504    pt    -4.54E+01    pt    correct
444239332116008960    es    -1.72E+01    pt    wrong
444240001787002881    pt    -6.64E+01    pt    correct
444240359577907200    en    -2.82E+00    en    correct
444240469091172353    pt    -4.54E+01    pt    correct
444241352113790976    pt    -1.17E+02    pt    correct
444243857535143936    pt    -7.99E+01    pt    correct
444243912577003520    pt    -1.15E+02    pt    correct
444244039513415680    pt    -4.27E+01    pt    correct
444244372968996866    pt    -5.97E+01    pt    correct
444244701437505536    pt    -7.73E+01    pt    correct
444245002601127936    pt    -2.62E+01    pt    correct
444246048664735744    pt    -8.38E+01    pt    correct
444246907075198976    pt    -1.92E+02    pt    correct
444246921461657600    pt    -4.72E+01    pt    correct
444247090458525697    pt    -1.72E+01    pt    correct
444248216071327746    pt    -5.01E+01    pt    correct
444248246077378560    pt    -1.00E+02    pt    correct
444249746191167488    pt    -4.74E+01    pt    correct
444250014223978497    pt    -6.39E+01    pt    correct
444250502235451393    pt    -4.10E+01    pt    correct
444251736400990208    pt    -6.81E+01    pt    correct
444253374033440768    pt    -4.10E+01    pt    correct
444256225879146496    pt    -7.06E+01    pt    correct
444256916588736512    pt    -1.22E+02    pt    correct
444260191878782976    pt    -2.81E+01    pt    correct
444262289219526656    pt    -1.89E+01    pt    correct
444264593935065089    pt    -2.06E+02    pt    correct
444268351024799744    pt    -6.46E+01    pt    correct
444268429378600960    pt    -1.29E+02    pt    correct
444268650032537600    en    -2.10E+01    en    correct
444271332172505088    pt    -4.49E+01    pt    correct
444288278351851521    gl    -8.45E+01    pt    wrong
444373403903213568    pt    -1.04E+02    pt    correct
444374530417782784    pt    -7.83E+01    pt    correct
444377113685426176    pt    -5.28E+01    pt    correct
444379728133505024    pt    -9.63E+01    pt    correct
444383841973993472    en    -4.06E+01    pt    wrong
444386406736355328    pt    -1.28E+02    pt    correct
444394092261552128    pt    -2.27E+01    pt    correct
444401021419544576    pt    -6.36E+01    pt    correct
444401960448720896    pt    -4.88E+01    pt    correct
444402595474706432    en    -7.29E+01    en    correct
444403749927518208    gl    -3.91E+01    pt    wrong
444408808207437824    pt    -4.54E+01    en    wrong
444412249147715584    pt    -2.32E+01    pt    correct
444420163006636032    gl    -4.80E+01    pt    wrong
444422941187399680    pt    -1.15E+02    pt    correct
444425734590066689    pt    -3.21E+01    pt    correct
444434661167878144    pt    -1.04E+02    pt    correct
444434768584015872    eu    -7.37E+01    pt    wrong
444436599930384384    pt    -3.49E+01    pt    correct
444441529965621248    gl    -9.43E+01    pt    wrong
444447735664902144    en    -6.84E+01    en    correct
444448678271778816    pt    -2.13E+02    pt    correct
444448774031937536    pt    -1.72E+01    pt    correct
444451818840793089    pt    -9.68E+01    pt    correct
444455884480327680    en    -9.44E+01    en    correct
444458911060729856    pt    -1.14E+02    pt    correct
444460001982447616    pt    -9.53E+01    pt    correct
444461171476033536    pt    -5.37E+01    pt    correct
444461469674242048    pt    -1.17E+02    pt    correct
444469306307674112    pt    -5.30E+01    pt    correct
444471997285007361    pt    -5.92E+01    pt    correct
444474793375830016    ca    -9.81E+01    pt    wrong
444476236988186625    gl    -3.60E+01    pt    wrong
444481194693242880    gl    -1.74E+02    es    wrong
444481806008455168    pt    -1.50E+02    pt    correct
444484617731854336    pt    -2.56E+01    pt    correct
444485116241649664    pt    -6.45E+01    pt    correct
444486902142738432    pt    -4.60E+01    pt    correct
444489015837077504    pt    -9.39E+01    pt    correct
444493511736705025    gl    -3.09E+01    pt    wrong
444496465503981568    en    -1.25E+02    en    correct
444499794753757184    gl    -9.69E+01    en    wrong
444502784613052416    pt    -1.49E+02    pt    correct
444512525108117504    gl    -7.74E+01    pt    wrong
444514016472621056    pt    -3.00E+01    pt    correct
444515432394153984    pt    -2.59E+01    pt    correct
444519219754184704    pt    -1.39E+02    pt    correct
444523410832773120    pt    -2.37E+01    pt    correct
444524089706037248    pt    -8.37E+01    pt    correct
444534072162152449    pt    -8.90E+01    pt    correct
444536614480793600    pt    -3.95E+01    pt    correct
444536874561187840    pt    -4.98E+01    pt    correct
444538860140527617    pt    -1.23E+02    pt    correct
444540160328613888    en    -2.42E+01    en    correct
444542085707083776    pt    -1.38E+02    pt    correct
444543945218195456    en    -1.18E+02    en    correct
444546518797025281    en    -4.78E+01    en    correct
444549289956888576    pt    -4.73E+01    pt    correct
444551931349200896    en    -8.60E+01    en    correct
444553502619365376    en    -1.33E+02    en    correct
444553878512877568    pt    -5.70E+01    pt    correct
444554688588165120    pt    -7.02E+01    pt    correct
444555133792567296    gl    -1.42E+02    pt    wrong
444558301523890176    pt    -7.91E+01    pt    correct
444559083539279873    pt    -8.64E+01    pt    correct
444560897181503490    pt    -4.32E+01    pt    correct
444561068715937792    pt    -9.94E+01    pt    correct
444561916376399874    pt    -2.01E+02    pt    correct
444563502750244864    pt    -5.93E+01    pt    correct
444566031261257728    pt    -3.82E+01    pt    correct
444567117145595904    pt    -8.41E+01    pt    correct
444567195495194624    pt    -9.20E+01    pt    correct
444567401955610624    pt    -1.32E+02    pt    correct
444567773482864640    pt    -4.82E+01    pt    correct
444569959453425664    pt    -7.04E+01    pt    correct
444575360798453760    pt    -6.69E+01    pt    correct
444575873405313025    pt    -5.05E+01    pt    correct
444576460284907520    pt    -5.52E+01    pt    correct
444577988437618688    pt    -9.57E+01    pt    correct
444578540043116544    pt    -3.38E+01    pt    correct
444578901919301632    pt    -6.77E+01    pt    correct
444580008255029248    pt    -1.77E+01    pt    correct
444581896442613761    pt    -1.82E+02    pt    correct
444582723194482688    pt    -4.48E+01    pt    correct
444583289370984448    pt    -1.61E+01    pt    correct
444583375794618368    pt    -2.58E+01    pt    correct
444585291173859328    pt    -5.96E+01    pt    correct
444587430386335744    pt    -5.97E+01    pt    correct
444588453054140416    gl    -7.73E+01    pt    wrong
444588869284265985    pt    -1.71E+02    pt    correct
444589790328287232    es    -2.55E+01    pt    wrong
444593215115915265    ca    -4.61E+01    pt    wrong
444595066020302848    ca    -3.95E+01    pt    wrong
444595069350604801    pt    -3.70E+01    pt    correct
444595309273161728    pt    -8.59E+01    pt    correct
444595893824917505    en    -5.08E+01    en    correct
444597406622306304    pt    -2.40E+01    pt    correct
444597568090435585    gl    -5.61E+01    pt    wrong
444598103631732736    en    -3.29E+01    pt    wrong
444602236615028736    pt    -5.71E+01    pt    correct
444603701639266304    pt    -1.65E+02    pt    correct
444605175370878976    en    -1.31E+02    pt    wrong
444605267087745024    pt    -3.83E+01    pt    correct
444605903921479681    pt    -2.40E+01    pt    correct
444605922263187457    pt    -8.57E+01    pt    correct
444607072106463233    gl    -3.34E+01    pt    wrong
444608024586756097    pt    -2.92E+01    pt    correct
444608560891445248    pt    -8.99E+01    pt    correct
444609790275510272    pt    -5.93E+01    pt    correct
444610834170654720    pt    -2.02E+01    pt    correct
444613976174104576    pt    -1.20E+02    pt    correct
444614663633117186    pt    -1.89E+01    pt    correct
444616107476152320    en    -5.86E+01    en    correct
444618309880016896    pt    -9.83E+01    pt    correct
444620111216132096    en    -1.65E+02    en    correct
444622904786157569    en    -5.49E+01    en    correct
444623771836882944    pt    -1.17E+02    pt    correct
