TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
442727814102794240    pt    -8.40E+01    pt correct
442729102769135617    gl    -6.01E+01    pt wrong
442729410798833665    gl    -9.87E+01    pt wrong
442730303120211968    pt    -1.03E+02    pt correct
442731702763671552    eu    -9.53E+01    pt wrong
442732134986711040    pt    -1.04E+02    pt correct
442733888239304704    pt    -5.61E+01    pt correct
442734127155265537    pt    -1.81E+02    pt correct
442734191814660096    gl    -5.10E+01    pt wrong
442735089118904320    pt    -6.51E+01    pt correct
442738388987543552    pt    -1.51E+02    pt correct
442738435611435008    pt    -3.88E+01    pt correct
442739205954076672    pt    -3.32E+01    pt correct
442739275894124545    pt    -7.03E+01    pt correct
442739477476552705    pt    -6.47E+01    pt correct
442743872482201601    pt    -6.76E+01    pt correct
442745344594817024    pt    -1.64E+02    pt correct
442746183380123648    pt    -2.71E+01    pt correct
442746670099730432    pt    -1.35E+02    pt correct
442746683601199105    eu    -9.29E+01    pt wrong
442746981191286784    gl    -7.60E+01    pt wrong
442749416970395651    pt    -8.20E+01    pt correct
442749878708752384    pt    -5.54E+01    pt correct
442750227850989569    pt    -8.01E+01    pt correct
442750880627314688    pt    -4.45E+01    pt correct
442755183463124992    pt    -6.60E+01    pt correct
442755226760912897    pt    -4.70E+01    pt correct
442755324370767872    eu    -1.32E+02    pt wrong
442756790896558080    pt    -6.25E+01    pt correct
442757829548863488    eu    -4.86E+01    pt wrong
442760265919377408    ca    -2.74E+01    pt wrong
442760411734351872    gl    -5.89E+01    pt wrong
442761272762064896    pt    -8.87E+01    pt correct
442761331025121280    pt    -1.56E+02    pt correct
442762840332853248    pt    -5.28E+01    pt correct
442764229511495680    gl    -4.36E+01    pt wrong
442766338428522496    gl    -9.10E+01    pt wrong
442767072444305408    pt    -1.01E+02    pt correct
442767991231774720    gl    -5.27E+01    pt wrong
442769720904003584    gl    -3.26E+01    pt wrong
442773366907629569    gl    -3.48E+01    pt wrong
442773731409416192    gl    -8.58E+01    pt wrong
442773867330015232    pt    -4.04E+01    pt correct
442774702504017920    gl    -3.33E+01    pt wrong
442775250603110400    pt    -1.94E+02    pt correct
442776736653389825    pt    -2.48E+01    pt correct
442777213654810625    en    -5.62E+01    en correct
442777816871219200    gl    -7.62E+01    pt wrong
442782512134516736    gl    -8.57E+01    pt wrong
442782757845237760    pt    -8.72E+01    pt correct
442783096606572544    eu    -4.90E+01    en wrong
442783186477940736    gl    -9.45E+01    pt wrong
442783755372339200    pt    -3.11E+01    pt correct
442785560449794048    gl    -3.99E+01    pt wrong
442786381321216001    pt    -1.91E+02    pt correct
442786824076148737    pt    -9.86E+01    pt correct
442786844103958528    gl    -7.78E+01    pt wrong
442787681760993280    gl    -4.15E+01    pt wrong
442788427566940161    pt    -7.12E+01    pt correct
442788762679250944    en    -5.76E+01    en correct
442789099725127680    en    -1.11E+02    en correct
442790745096089600    eu    -7.77E+01    pt wrong
442790891867361280    pt    -1.28E+02    pt correct
442791496727932928    gl    -7.58E+01    pt wrong
442791625535004672    pt    -7.04E+01    pt correct
442791848977764355    pt    -8.01E+01    pt correct
442792772165042176    pt    -2.20E+01    pt correct
442794482292236288    pt    -9.19E+01    pt correct
442794487434473475    gl    -8.53E+01    pt wrong
442796081802670080    pt    -3.81E+01    pt correct
442796095295729664    en    -6.74E+01    en correct
442796107094319105    pt    -1.08E+02    pt correct
442800129020809217    pt    -4.18E+01    pt correct
442800842140549120    gl    -1.07E+02    pt wrong
442801775591325696    eu    -1.05E+02    pt wrong
442801819971256321    pt    -9.24E+01    pt correct
442801998015262720    en    -1.53E+02    en correct
442805473981779968    pt    -9.25E+01    pt correct
442806287403712512    en    -2.40E+02    en correct
442806337115004928    gl    -5.10E+01    pt wrong
442806873394511872    pt    -4.83E+01    pt correct
442809222376734720    gl    -7.54E+01    pt wrong
442812148314824704    gl    -4.32E+01    pt wrong
442813972249845760    eu    -9.20E+01    pt wrong
442815754581573632    pt    -9.23E+01    pt correct
442818049545342976    eu    -4.73E+01    pt wrong
442818234203795456    pt    -2.23E+02    pt correct
442819030479822849    pt    -6.02E+01    pt correct
442822796046262272    pt    -1.45E+02    pt correct
442822950425989120    pt    -4.84E+01    pt correct
442825281813118976    gl    -8.15E+01    pt wrong
442828724183244800    gl    -2.30E+01    pt wrong
442828999363158017    en    -2.03E+01    en correct
442830642615963648    pt    -1.16E+02    pt correct
442831088185257984    pt    -5.24E+01    pt correct
442833668311384064    pt    -5.40E+01    pt correct
442835900247322625    pt    -2.00E+01    pt correct
442837516857909248    en    -4.04E+01    en correct
442844880747126784    gl    -8.39E+01    es wrong
442849322741563392    gl    -5.05E+01    pt wrong
442924738198126592    pt    -7.28E+01    pt correct
442924842263019520    pt    -1.49E+01    pt correct
442936966536249344    eu    -3.16E+01    pt wrong
442939730708410368    pt    -5.59E+01    pt correct
442941594216710144    pt    -4.96E+01    pt correct
442944508976988160    pt    -4.79E+01    pt correct
442951137994752000    gl    -1.02E+02    pt wrong
442952404108324864    gl    -4.56E+01    pt wrong
442957522513956864    gl    -4.93E+01    pt wrong
442961529542279168    gl    -9.20E+01    pt wrong
442965245515284480    pt    -6.00E+01    pt correct
442967840472436736    en    -7.92E+01    en correct
442969895534620672    pt    -1.66E+02    pt correct
442977060991291392    pt    -1.91E+01    pt correct
442978268065853440    gl    -5.98E+01    pt wrong
442979283724947456    pt    -7.79E+01    pt correct
442979386888028160    eu    -1.53E+02    pt wrong
442982965094916097    en    -4.11E+01    pt wrong
442988538511261696    en    -3.25E+01    pt wrong
442995255588450304    pt    -1.01E+02    pt correct
442999010069323776    eu    -1.14E+01    pt wrong
443001570763223040    pt    -3.77E+01    pt correct
443002971430060032    pt    -6.84E+01    pt correct
443004021566357504    gl    -5.41E+01    pt wrong
443010166439821312    gl    -1.32E+02    pt wrong
443014163536044032    pt    -5.60E+01    pt correct
443016620295069696    pt    -4.74E+01    pt correct
443018778805534720    pt    -2.00E+01    pt correct
443020749788688384    pt    -7.39E+01    pt correct
443021085932802048    pt    -6.67E+01    pt correct
443022656867426304    pt    -5.93E+01    pt correct
443029666702835712    pt    -9.80E+01    pt correct
443030388622262272    gl    -1.06E+02    pt wrong
443030768223535104    eu    -2.20E+01    es wrong
443034075134435328    pt    -4.42E+01    pt correct
443037163446611968    pt    -2.27E+02    pt correct
443042354191417344    gl    -6.04E+01    pt wrong
443044132525985792    pt    -7.57E+01    pt correct
443045801749905408    eu    -2.60E+01    pt wrong
443048887478403072    pt    -1.47E+02    pt correct
443048899373457408    pt    -1.77E+01    pt correct
443054824473755648    pt    -3.16E+01    pt correct
443058372896886785    pt    -5.15E+01    pt correct
443060861553606656    gl    -5.92E+01    pt wrong
443062183027802113    gl    -4.42E+01    pt wrong
443062243346092032    gl    -3.32E+01    pt wrong
443064705134129152    pt    -5.68E+01    pt correct
443067597509373952    gl    -6.77E+01    pt wrong
443067739888832514    gl    -8.25E+01    pt wrong
443068169130090496    eu    -5.68E+01    pt wrong
443069099154087936    gl    -7.48E+01    pt wrong
443073069893308416    pt    -2.14E+02    pt correct
443076136155631617    gl    -2.65E+01    pt wrong
443076913893224448    eu    -3.37E+01    pt wrong
443086827101380608    gl    -4.25E+01    pt wrong
443088140207923200    pt    -8.10E+01    pt correct
443089136862658561    pt    -4.83E+01    pt correct
443089513808928768    gl    -1.56E+02    pt wrong
443091292692946944    pt    -5.69E+01    pt correct
443095643159273473    en    -1.71E+02    en correct
443095730207875072    pt    -1.98E+02    pt correct
443097107164315648    pt    -8.16E+01    pt correct
443097606349398016    pt    -3.72E+01    pt correct
443099618168291328    gl    -3.46E+01    pt wrong
443099809822822400    pt    -8.58E+01    pt correct
443100016887230465    pt    -6.23E+01    pt correct
443104166484131840    pt    -9.78E+01    pt correct
443104220213166082    pt    -8.66E+01    pt correct
443105081039155200    gl    -4.08E+01    pt wrong
443106782119219200    gl    -1.10E+02    pt wrong
443108575146033152    gl    -4.95E+01    pt wrong
443109241344499712    pt    -4.50E+01    pt correct
443113877250011136    gl    -1.56E+02    pt wrong
443114225171722240    gl    -6.73E+01    pt wrong
443115307100823553    gl    -8.42E+01    pt wrong
443119106930528256    pt    -1.12E+02    pt correct
443122264490668032    eu    -1.32E+02    pt wrong
443124152988626944    en    -1.26E+02    en correct
443125859994861568    pt    -1.24E+02    pt correct
443125900838985728    pt    -8.16E+01    pt correct
443126255823892480    gl    -1.52E+02    pt wrong
443126891026067457    pt    -1.70E+02    pt correct
443127637792550912    gl    -8.77E+01    pt wrong
443127729261932544    pt    -9.11E+01    pt correct
443130964697681922    pt    -1.09E+02    pt correct
443131635853447169    pt    -1.08E+02    pt correct
443131896235823104    pt    -3.43E+01    pt correct
443133479262650368    pt    -6.31E+01    pt correct
443134027160387585    pt    -6.79E+01    pt correct
443134765378854912    en    -1.12E+01    en correct
443134904185126913    en    -5.46E+01    en correct
443134988499042304    pt    -1.40E+02    pt correct
443135118308569090    eu    -9.49E+01    pt wrong
443135241377828864    pt    -2.03E+02    pt correct
443135718677020672    gl    -3.46E+01    pt wrong
443136917425897472    pt    -8.21E+01    pt correct
443136959255699456    gl    -8.27E+01    pt wrong
443137214034485248    pt    -4.09E+01    pt correct
443137716960911360    gl    -1.89E+02    pt wrong
443137907965300736    gl    -2.90E+01    pt wrong
443138430755930112    pt    -8.22E+01    pt correct
443140253067796480    pt    -9.28E+01    pt correct
443141246031511553    en    -7.54E+01    en correct
443142405605568512    pt    -1.76E+02    pt correct
443143184231968768    pt    -2.23E+01    pt correct
443145503484944384    pt    -7.52E+01    pt correct
443145599576461312    pt    -9.59E+01    pt correct
443145783081443328    eu    -6.44E+01    pt wrong
443147129041608704    gl    -1.99E+01    pt wrong
443147931915669504    pt    -4.96E+01    pt correct
443148204763541504    pt    -1.21E+02    pt correct
443148907695333377    pt    -6.93E+01    pt correct
443149562677850112    pt    -7.07E+01    pt correct
443149860318224384    pt    -1.84E+02    pt correct
443150073405665281    pt    -7.92E+01    pt correct
443150711367684096    eu    -3.42E+01    pt wrong
443151304631005184    gl    -5.66E+01    pt wrong
443151653316067328    pt    -2.84E+01    pt correct
443152151792332800    pt    -5.12E+01    pt correct
443152372639219712    eu    -2.46E+01    en wrong
443154829788340224    gl    -3.85E+01    pt wrong
443155557558792192    pt    -1.57E+02    pt correct
443156235043733504    pt    -6.50E+01    pt correct
443156242169872384    pt    -8.92E+01    pt correct
443156527026036736    pt    -7.72E+01    pt correct
443158802431737856    en    -5.69E+01    en correct
443162550298238976    pt    -1.91E+01    pt correct
443162574272860160    pt    -4.17E+01    pt correct
443164176530550785    pt    -1.00E+02    pt correct
443165486071963648    en    -7.37E+01    en correct
443166060230217729    pt    -2.62E+01    pt correct
443169252829569024    pt    -1.67E+02    pt correct
443170080105693184    pt    -7.46E+01    pt correct
443172563284672512    pt    -5.45E+01    pt correct
443172717400186880    gl    -8.08E+01    pt wrong
443175371979386880    pt    -1.10E+02    pt correct
443176023644209152    pt    -8.40E+01    pt correct
443178313193127936    pt    -4.01E+01    pt correct
443178326170279936    pt    -5.23E+01    pt correct
443179130985922560    pt    -2.32E+01    pt correct
443179138523103232    pt    -6.02E+01    pt correct
443180292216733698    eu    -4.64E+01    pt wrong
443183257514172417    pt    -1.06E+02    pt correct
443190633310998528    gl    -6.80E+01    pt wrong
443200260467621888    pt    -6.56E+01    pt correct
443201139660840960    pt    -1.22E+02    pt correct
443214014836129792    gl    -1.01E+02    pt wrong
443216482118684673    pt    -1.00E+02    pt correct
443251980618964992    pt    -1.18E+02    pt correct
443288578140160000    en    -4.48E+01    pt wrong
443289341809672192    pt    -4.84E+01    pt correct
443293246761226240    eu    -6.08E+01    pt wrong
443293490450280448    pt    -4.84E+01    pt correct
443299468889571328    pt    -6.57E+01    pt correct
443302281757622272    en    -1.03E+02    en correct
443306694425477120    pt    -3.20E+01    pt correct
443319640207683584    en    -6.95E+01    en correct
443324294983340032    pt    -5.37E+01    pt correct
443324357054853120    pt    -1.68E+02    pt correct
443324951781965825    pt    -1.46E+02    pt correct
443325447469039617    pt    -2.20E+02    pt correct
443325883957645312    en    -5.02E+01    en correct
443329794475032576    pt    -7.51E+01    pt correct
443332460018171904    gl    -5.57E+01    pt wrong
443335635722858496    pt    -6.10E+01    pt correct
443338410930241536    pt    -1.02E+01    pt correct
443346971458543616    gl    -6.16E+01    pt wrong
443347618803236864    pt    -7.36E+01    pt correct
443351153934626816    pt    -1.05E+02    pt correct
443356224516792321    pt    -3.77E+01    pt correct
443356718404468736    pt    -1.06E+02    pt correct
443364255597735936    gl    -1.65E+02    pt wrong
443368431069716480    pt    -1.16E+02    pt correct
443371290985246720    pt    -7.49E+01    pt correct
443372106940944384    en    -2.12E+01    en correct
443376714576846848    gl    -1.38E+02    pt wrong
443389097118535681    pt    -1.08E+02    pt correct
